sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
TripAdivisor_Vi_1:2	phòng nghỉ bố trí hài hòa , tiện nghi .	phòng nghỉ bố trí hài hòa , tiện nghi	facility	neutral	facility neutral	no	0	0
TripAdivisor_Vi_1:3	ăn sáng ngon .	ăn sáng ngon	service	positive	service positive	yes	1	4
TripAdivisor_Vi_1:3	ăn sáng ngon .	ăn sáng ngon	service	negative	service negative	no	0	0
TripAdivisor_Vi_1:3	ăn sáng ngon .	ăn sáng ngon	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_1:4	tôi hài lòng từ khâu đón tiếp đến cách phục vụ của khách sạn , nhân viên rất nhiệt tình và chu đáo .	tôi hài lòng từ khâu đón tiếp đến cách phục vụ của khách sạn , nhân viên rất nhiệt tình và chu đáo	service	positive	service positive	yes	1	24
TripAdivisor_Vi_1:4	tôi hài lòng từ khâu đón tiếp đến cách phục vụ của khách sạn , nhân viên rất nhiệt tình và chu đáo .	tôi hài lòng từ khâu đón tiếp đến cách phục vụ của khách sạn , nhân viên rất nhiệt tình và chu đáo	service	negative	service negative	no	0	0
TripAdivisor_Vi_1:4	tôi hài lòng từ khâu đón tiếp đến cách phục vụ của khách sạn , nhân viên rất nhiệt tình và chu đáo .	tôi hài lòng từ khâu đón tiếp đến cách phục vụ của khách sạn , nhân viên rất nhiệt tình và chu đáo	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_1:5	chắc chắn sẽ ghé lại .	chắc chắn sẽ ghé lại	loyalty	positive	loyalty positive	yes	1	6
TripAdivisor_Vi_1:5	chắc chắn sẽ ghé lại .	chắc chắn sẽ ghé lại	loyalty	negative	loyalty negative	no	0	0
TripAdivisor_Vi_1:5	chắc chắn sẽ ghé lại .	chắc chắn sẽ ghé lại	loyalty	neutral	loyalty neutral	no	0	0
TripAdivisor_Vi_10:0	tôi đã đưa bạn bè nước ngoài qua đây ở và họ nói đây là một trải nghiệm rất tuyệt vời .	tôi đã đưa bạn bè nước ngoài qua đây ở và họ nói đây là một trải nghiệm rất tuyệt vời	branding	positive	branding positive	yes	1	22
TripAdivisor_Vi_10:0	tôi đã đưa bạn bè nước ngoài qua đây ở và họ nói đây là một trải nghiệm rất tuyệt vời .	tôi đã đưa bạn bè nước ngoài qua đây ở và họ nói đây là một trải nghiệm rất tuyệt vời	branding	negative	branding negative	no	0	0
TripAdivisor_Vi_10:0	tôi đã đưa bạn bè nước ngoài qua đây ở và họ nói đây là một trải nghiệm rất tuyệt vời .	tôi đã đưa bạn bè nước ngoài qua đây ở và họ nói đây là một trải nghiệm rất tuyệt vời	branding	neutral	branding neutral	no	0	0
TripAdivisor_Vi_10:1	nhân viên thân thiện .	nhân viên thân thiện	service	positive	service positive	yes	1	5
TripAdivisor_Vi_10:1	nhân viên thân thiện .	nhân viên thân thiện	service	negative	service negative	no	0	0
TripAdivisor_Vi_10:1	nhân viên thân thiện .	nhân viên thân thiện	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10:2	buffet ăn sáng rất ngon .	buffet ăn sáng rất ngon	service	positive	service positive	yes	1	6
TripAdivisor_Vi_10:2	buffet ăn sáng rất ngon .	buffet ăn sáng rất ngon	service	negative	service negative	no	0	0
TripAdivisor_Vi_10:2	buffet ăn sáng rất ngon .	buffet ăn sáng rất ngon	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10:3	giá cả hợp lí .	giá cả hợp lí	experience	positive	experience positive	yes	1	5
TripAdivisor_Vi_10:3	giá cả hợp lí .	giá cả hợp lí	experience	negative	experience negative	no	0	0
TripAdivisor_Vi_10:3	giá cả hợp lí .	giá cả hợp lí	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10:4	rất thuận tiện trong việc đi tham quan hay đi lại trong trung tâm thành phố .	rất thuận tiện trong việc đi tham quan hay đi lại trong trung tâm thành phố	amenity	positive	amenity positive	yes	1	17
TripAdivisor_Vi_10:4	rất thuận tiện trong việc đi tham quan hay đi lại trong trung tâm thành phố .	rất thuận tiện trong việc đi tham quan hay đi lại trong trung tâm thành phố	amenity	negative	amenity negative	no	0	0
TripAdivisor_Vi_10:4	rất thuận tiện trong việc đi tham quan hay đi lại trong trung tâm thành phố .	rất thuận tiện trong việc đi tham quan hay đi lại trong trung tâm thành phố	amenity	neutral	amenity neutral	no	0	0
TripAdivisor_Vi_10001:0	một chuyến đi thật tuyệt để trải nghiệm .	một chuyến đi thật tuyệt để trải nghiệm	experience	positive	experience positive	yes	1	9
TripAdivisor_Vi_10001:0	một chuyến đi thật tuyệt để trải nghiệm .	một chuyến đi thật tuyệt để trải nghiệm	experience	negative	experience negative	no	0	0
TripAdivisor_Vi_10001:0	một chuyến đi thật tuyệt để trải nghiệm .	một chuyến đi thật tuyệt để trải nghiệm	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10001:1	hy vong quay lại đây lần nữa .	hy vong quay lại đây lần nữa	loyalty	positive	loyalty positive	yes	1	8
TripAdivisor_Vi_10001:1	hy vong quay lại đây lần nữa .	hy vong quay lại đây lần nữa	loyalty	negative	loyalty negative	no	0	0
TripAdivisor_Vi_10001:1	hy vong quay lại đây lần nữa .	hy vong quay lại đây lần nữa	loyalty	neutral	loyalty neutral	no	0	0
TripAdivisor_Vi_10001:2	tuy nhiên giá phòng hơi cao .	tuy nhiên giá phòng hơi cao	experience	positive	experience positive	no	0	0
TripAdivisor_Vi_10001:2	tuy nhiên giá phòng hơi cao .	tuy nhiên giá phòng hơi cao	experience	negative	experience negative	yes	1	7
TripAdivisor_Vi_10001:2	tuy nhiên giá phòng hơi cao .	tuy nhiên giá phòng hơi cao	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10001:3	hy vọng có thể quay lai sớm .	hy vọng có thể quay lai sớm	loyalty	positive	loyalty positive	yes	1	8
TripAdivisor_Vi_10001:3	hy vọng có thể quay lai sớm .	hy vọng có thể quay lai sớm	loyalty	negative	loyalty negative	no	0	0
TripAdivisor_Vi_10001:3	hy vọng có thể quay lai sớm .	hy vọng có thể quay lai sớm	loyalty	neutral	loyalty neutral	no	0	0
TripAdivisor_Vi_10006:0	nhà hàng sea . fire . salt nằm trong khu nghỉ dưỡng anamatara , dọc đường quy nhơn - sông cầu , thuộc tp quy nhơn , tỉnh bình định quả thật không hổ danh với đẳng cấp 5 sao .	nhà hàng sea . fire . salt nằm trong khu nghỉ dưỡng anamatara , dọc đường quy nhơn - sông cầu , thuộc tp quy nhơn , tỉnh bình định quả thật không hổ danh với đẳng cấp 5 sao	branding	positive	branding positive	yes	1	41
TripAdivisor_Vi_10006:0	nhà hàng sea . fire . salt nằm trong khu nghỉ dưỡng anamatara , dọc đường quy nhơn - sông cầu , thuộc tp quy nhơn , tỉnh bình định quả thật không hổ danh với đẳng cấp 5 sao .	nhà hàng sea . fire . salt nằm trong khu nghỉ dưỡng anamatara , dọc đường quy nhơn - sông cầu , thuộc tp quy nhơn , tỉnh bình định quả thật không hổ danh với đẳng cấp 5 sao	branding	negative	branding negative	no	0	0
TripAdivisor_Vi_10006:0	nhà hàng sea . fire . salt nằm trong khu nghỉ dưỡng anamatara , dọc đường quy nhơn - sông cầu , thuộc tp quy nhơn , tỉnh bình định quả thật không hổ danh với đẳng cấp 5 sao .	nhà hàng sea . fire . salt nằm trong khu nghỉ dưỡng anamatara , dọc đường quy nhơn - sông cầu , thuộc tp quy nhơn , tỉnh bình định quả thật không hổ danh với đẳng cấp 5 sao	branding	neutral	branding neutral	no	0	0
TripAdivisor_Vi_10006:1	thức ăn tươi , ngon .	thức ăn tươi , ngon	service	positive	service positive	yes	1	6
TripAdivisor_Vi_10006:1	thức ăn tươi , ngon .	thức ăn tươi , ngon	service	negative	service negative	no	0	0
TripAdivisor_Vi_10006:1	thức ăn tươi , ngon .	thức ăn tươi , ngon	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10006:2	phong cách trang trí của nhà hàng mộc mạc nhưng tinh tế , mang lại cảm giác gần gũi , ấm cúng , thoải mái thư giãn .	phong cách trang trí của nhà hàng mộc mạc nhưng tinh tế , mang lại cảm giác gần gũi , ấm cúng , thoải mái thư giãn	experience	positive	experience positive	yes	1	28
TripAdivisor_Vi_10006:2	phong cách trang trí của nhà hàng mộc mạc nhưng tinh tế , mang lại cảm giác gần gũi , ấm cúng , thoải mái thư giãn .	phong cách trang trí của nhà hàng mộc mạc nhưng tinh tế , mang lại cảm giác gần gũi , ấm cúng , thoải mái thư giãn	experience	negative	experience negative	no	0	0
TripAdivisor_Vi_10006:2	phong cách trang trí của nhà hàng mộc mạc nhưng tinh tế , mang lại cảm giác gần gũi , ấm cúng , thoải mái thư giãn .	phong cách trang trí của nhà hàng mộc mạc nhưng tinh tế , mang lại cảm giác gần gũi , ấm cúng , thoải mái thư giãn	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10006:3	khu nghỉ dưỡng nam ở một vịnh nước nhỏ kìn gió nên gió ở đây chỉ hiu hiu mát chứ không lồng lộng .	khu nghỉ dưỡng nam ở một vịnh nước nhỏ kìn gió nên gió ở đây chỉ hiu hiu mát chứ không lồng lộng	amenity	positive	amenity positive	yes	1	24
TripAdivisor_Vi_10006:3	khu nghỉ dưỡng nam ở một vịnh nước nhỏ kìn gió nên gió ở đây chỉ hiu hiu mát chứ không lồng lộng .	khu nghỉ dưỡng nam ở một vịnh nước nhỏ kìn gió nên gió ở đây chỉ hiu hiu mát chứ không lồng lộng	amenity	negative	amenity negative	no	0	0
TripAdivisor_Vi_10006:3	khu nghỉ dưỡng nam ở một vịnh nước nhỏ kìn gió nên gió ở đây chỉ hiu hiu mát chứ không lồng lộng .	khu nghỉ dưỡng nam ở một vịnh nước nhỏ kìn gió nên gió ở đây chỉ hiu hiu mát chứ không lồng lộng	amenity	neutral	amenity neutral	no	0	0
TripAdivisor_Vi_10006:4	thưởng thức món ngon giữa khung cảnh yên bình với làn gió mát dìu dịu từ biển thổi lên là một trải nghiệm vô cùng dễ chịu .	thưởng thức món ngon giữa khung cảnh yên bình với làn gió mát dìu dịu từ biển thổi lên là một trải nghiệm vô cùng dễ chịu	experience	positive	experience positive	yes	1	28
TripAdivisor_Vi_10006:4	thưởng thức món ngon giữa khung cảnh yên bình với làn gió mát dìu dịu từ biển thổi lên là một trải nghiệm vô cùng dễ chịu .	thưởng thức món ngon giữa khung cảnh yên bình với làn gió mát dìu dịu từ biển thổi lên là một trải nghiệm vô cùng dễ chịu	experience	negative	experience negative	no	0	0
TripAdivisor_Vi_10006:4	thưởng thức món ngon giữa khung cảnh yên bình với làn gió mát dìu dịu từ biển thổi lên là một trải nghiệm vô cùng dễ chịu .	thưởng thức món ngon giữa khung cảnh yên bình với làn gió mát dìu dịu từ biển thổi lên là một trải nghiệm vô cùng dễ chịu	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10009:0	resort đẹp .	resort đẹp	experience	positive	experience positive	yes	1	3
TripAdivisor_Vi_10009:0	resort đẹp .	resort đẹp	experience	negative	experience negative	no	0	0
TripAdivisor_Vi_10009:0	resort đẹp .	resort đẹp	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10009:1	rất xa trung tâm .	rất xa trung tâm	amenity	positive	amenity positive	no	0	0
TripAdivisor_Vi_10009:1	rất xa trung tâm .	rất xa trung tâm	amenity	negative	amenity negative	yes	1	5
TripAdivisor_Vi_10009:1	rất xa trung tâm .	rất xa trung tâm	amenity	neutral	amenity neutral	no	0	0
TripAdivisor_Vi_10009:2	ăn sáng còn chưa đa dạng nhà hàng chưa nhiều sự lựa chọn .	ăn sáng còn chưa đa dạng nhà hàng chưa nhiều sự lựa chọn	service	positive	service positive	no	0	0
TripAdivisor_Vi_10009:2	ăn sáng còn chưa đa dạng nhà hàng chưa nhiều sự lựa chọn .	ăn sáng còn chưa đa dạng nhà hàng chưa nhiều sự lựa chọn	service	negative	service negative	no	0	0
TripAdivisor_Vi_10009:2	ăn sáng còn chưa đa dạng nhà hàng chưa nhiều sự lựa chọn .	ăn sáng còn chưa đa dạng nhà hàng chưa nhiều sự lựa chọn	service	neutral	service neutral	yes	1	14
TripAdivisor_Vi_10009:3	bãi biển vắng hơi hoang sơ còn chưa thực sự đẹp .	bãi biển vắng hơi hoang sơ còn chưa thực sự đẹp	amenity	positive	amenity positive	no	0	0
TripAdivisor_Vi_10009:3	bãi biển vắng hơi hoang sơ còn chưa thực sự đẹp .	bãi biển vắng hơi hoang sơ còn chưa thực sự đẹp	amenity	negative	amenity negative	no	0	0
TripAdivisor_Vi_10009:3	bãi biển vắng hơi hoang sơ còn chưa thực sự đẹp .	bãi biển vắng hơi hoang sơ còn chưa thực sự đẹp	amenity	neutral	amenity neutral	yes	1	12
TripAdivisor_Vi_10009:4	phòng rộng rãi .	phòng rộng rãi	facility	positive	facility positive	yes	1	4
TripAdivisor_Vi_10009:4	phòng rộng rãi .	phòng rộng rãi	facility	negative	facility negative	no	0	0
TripAdivisor_Vi_10009:4	phòng rộng rãi .	phòng rộng rãi	facility	neutral	facility neutral	no	0	0
TripAdivisor_Vi_10009:5	bể bơi tuyệt vời .	bể bơi tuyệt vời	facility	positive	facility positive	yes	1	5
TripAdivisor_Vi_10009:5	bể bơi tuyệt vời .	bể bơi tuyệt vời	facility	negative	facility negative	no	0	0
TripAdivisor_Vi_10009:5	bể bơi tuyệt vời .	bể bơi tuyệt vời	facility	neutral	facility neutral	no	0	0
TripAdivisor_Vi_10009:6	không gần các điểm tham quan .	không gần các điểm tham quan	amenity	positive	amenity positive	no	0	0
TripAdivisor_Vi_10009:6	không gần các điểm tham quan .	không gần các điểm tham quan	amenity	negative	amenity negative	yes	1	7
TripAdivisor_Vi_10009:6	không gần các điểm tham quan .	không gần các điểm tham quan	amenity	neutral	amenity neutral	no	0	0
TripAdivisor_Vi_10009:7	nhân viên thân thiện .	nhân viên thân thiện	service	positive	service positive	yes	1	5
TripAdivisor_Vi_10009:7	nhân viên thân thiện .	nhân viên thân thiện	service	negative	service negative	no	0	0
TripAdivisor_Vi_10009:7	nhân viên thân thiện .	nhân viên thân thiện	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10014:0	tôi sẽ quay lại nghỉ tại đây khi có thời gian .	tôi sẽ quay lại nghỉ tại đây khi có thời gian	loyalty	positive	loyalty positive	yes	1	12
TripAdivisor_Vi_10014:0	tôi sẽ quay lại nghỉ tại đây khi có thời gian .	tôi sẽ quay lại nghỉ tại đây khi có thời gian	loyalty	negative	loyalty negative	no	0	0
TripAdivisor_Vi_10014:0	tôi sẽ quay lại nghỉ tại đây khi có thời gian .	tôi sẽ quay lại nghỉ tại đây khi có thời gian	loyalty	neutral	loyalty neutral	no	0	0
TripAdivisor_Vi_10014:1	tôi rất thích không gian và khung cảnh nơi này .	tôi rất thích không gian và khung cảnh nơi này	experience	positive	experience positive	yes	1	11
TripAdivisor_Vi_10014:1	tôi rất thích không gian và khung cảnh nơi này .	tôi rất thích không gian và khung cảnh nơi này	experience	negative	experience negative	no	0	0
TripAdivisor_Vi_10014:1	tôi rất thích không gian và khung cảnh nơi này .	tôi rất thích không gian và khung cảnh nơi này	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10014:2	nơi nghỉ dưỡng mà tôi thấy hài lòng nhất , đáp ứng được yêu cầu thẩm mỹ và yêu cầu về sự sạch sẽ .	nơi nghỉ dưỡng mà tôi thấy hài lòng nhất , đáp ứng được yêu cầu thẩm mỹ và yêu cầu về sự sạch sẽ	experience	positive	experience positive	yes	1	25
TripAdivisor_Vi_10014:2	nơi nghỉ dưỡng mà tôi thấy hài lòng nhất , đáp ứng được yêu cầu thẩm mỹ và yêu cầu về sự sạch sẽ .	nơi nghỉ dưỡng mà tôi thấy hài lòng nhất , đáp ứng được yêu cầu thẩm mỹ và yêu cầu về sự sạch sẽ	experience	negative	experience negative	no	0	0
TripAdivisor_Vi_10014:2	nơi nghỉ dưỡng mà tôi thấy hài lòng nhất , đáp ứng được yêu cầu thẩm mỹ và yêu cầu về sự sạch sẽ .	nơi nghỉ dưỡng mà tôi thấy hài lòng nhất , đáp ứng được yêu cầu thẩm mỹ và yêu cầu về sự sạch sẽ	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10014:3	bây giờ tôi vẫn còn lưu luyến về khoảng thời gian nghỉ tại đây .	bây giờ tôi vẫn còn lưu luyến về khoảng thời gian nghỉ tại đây	experience	positive	experience positive	yes	1	15
TripAdivisor_Vi_10014:3	bây giờ tôi vẫn còn lưu luyến về khoảng thời gian nghỉ tại đây .	bây giờ tôi vẫn còn lưu luyến về khoảng thời gian nghỉ tại đây	experience	negative	experience negative	no	0	0
TripAdivisor_Vi_10014:3	bây giờ tôi vẫn còn lưu luyến về khoảng thời gian nghỉ tại đây .	bây giờ tôi vẫn còn lưu luyến về khoảng thời gian nghỉ tại đây	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10015:0	chất lượng phòng quá cũ , nội thất kém .	chất lượng phòng quá cũ , nội thất kém	facility	positive	facility positive	no	0	0
TripAdivisor_Vi_10015:0	chất lượng phòng quá cũ , nội thất kém .	chất lượng phòng quá cũ , nội thất kém	facility	negative	facility negative	yes	1	10
TripAdivisor_Vi_10015:0	chất lượng phòng quá cũ , nội thất kém .	chất lượng phòng quá cũ , nội thất kém	facility	neutral	facility neutral	no	0	0
TripAdivisor_Vi_10021:0	vị trí rất đẹp .	vị trí rất đẹp	amenity	positive	amenity positive	yes	1	5
TripAdivisor_Vi_10021:0	vị trí rất đẹp .	vị trí rất đẹp	amenity	negative	amenity negative	no	0	0
TripAdivisor_Vi_10021:0	vị trí rất đẹp .	vị trí rất đẹp	amenity	neutral	amenity neutral	no	0	0
TripAdivisor_Vi_10021:1	dịch vụ tốt , nhân viên thân thiện , việc đón khách và tiễn khách rất chu đáo .	dịch vụ tốt , nhân viên thân thiện , việc đón khách và tiễn khách rất chu đáo	service	positive	service positive	yes	1	19
TripAdivisor_Vi_10021:1	dịch vụ tốt , nhân viên thân thiện , việc đón khách và tiễn khách rất chu đáo .	dịch vụ tốt , nhân viên thân thiện , việc đón khách và tiễn khách rất chu đáo	service	negative	service negative	no	0	0
TripAdivisor_Vi_10021:1	dịch vụ tốt , nhân viên thân thiện , việc đón khách và tiễn khách rất chu đáo .	dịch vụ tốt , nhân viên thân thiện , việc đón khách và tiễn khách rất chu đáo	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10025:0	tôi rất thích nơi này ngay từ lần đầu nhìn thấy .	tôi rất thích nơi này ngay từ lần đầu nhìn thấy	experience	positive	experience positive	yes	1	12
TripAdivisor_Vi_10025:0	tôi rất thích nơi này ngay từ lần đầu nhìn thấy .	tôi rất thích nơi này ngay từ lần đầu nhìn thấy	experience	negative	experience negative	no	0	0
TripAdivisor_Vi_10025:0	tôi rất thích nơi này ngay từ lần đầu nhìn thấy .	tôi rất thích nơi này ngay từ lần đầu nhìn thấy	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10025:1	phòng ở đây đầy đủ tien nghi .	phòng ở đây đầy đủ tien nghi	facility	positive	facility positive	yes	1	8
TripAdivisor_Vi_10025:1	phòng ở đây đầy đủ tien nghi .	phòng ở đây đầy đủ tien nghi	facility	negative	facility negative	no	0	0
TripAdivisor_Vi_10025:1	phòng ở đây đầy đủ tien nghi .	phòng ở đây đầy đủ tien nghi	facility	neutral	facility neutral	no	0	0
TripAdivisor_Vi_10025:2	đồ ăn ngon và hợp khẩu vị với đủ món âu á .	đồ ăn ngon và hợp khẩu vị với đủ món âu á	service	positive	service positive	yes	1	13
TripAdivisor_Vi_10025:2	đồ ăn ngon và hợp khẩu vị với đủ món âu á .	đồ ăn ngon và hợp khẩu vị với đủ món âu á	service	negative	service negative	no	0	0
TripAdivisor_Vi_10025:2	đồ ăn ngon và hợp khẩu vị với đủ món âu á .	đồ ăn ngon và hợp khẩu vị với đủ món âu á	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10025:3	ngoài ra còn có khu vực vui chơi cho trẻ em .	ngoài ra còn có khu vực vui chơi cho trẻ em	amenity	positive	amenity positive	yes	1	12
TripAdivisor_Vi_10025:3	ngoài ra còn có khu vực vui chơi cho trẻ em .	ngoài ra còn có khu vực vui chơi cho trẻ em	amenity	negative	amenity negative	no	0	0
TripAdivisor_Vi_10025:3	ngoài ra còn có khu vực vui chơi cho trẻ em .	ngoài ra còn có khu vực vui chơi cho trẻ em	amenity	neutral	amenity neutral	no	0	0
TripAdivisor_Vi_10025:4	các bạn nhân viên cũng rất thân thiện .	các bạn nhân viên cũng rất thân thiện	service	positive	service positive	yes	1	9
TripAdivisor_Vi_10025:4	các bạn nhân viên cũng rất thân thiện .	các bạn nhân viên cũng rất thân thiện	service	negative	service negative	no	0	0
TripAdivisor_Vi_10025:4	các bạn nhân viên cũng rất thân thiện .	các bạn nhân viên cũng rất thân thiện	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10027:0	phòng view hướng biển , nhìn được toàn cảnh biển lúc bình minh và hoàng hôn .	phòng view hướng biển , nhìn được toàn cảnh biển lúc bình minh và hoàng hôn	facility	positive	facility positive	yes	1	17
TripAdivisor_Vi_10027:0	phòng view hướng biển , nhìn được toàn cảnh biển lúc bình minh và hoàng hôn .	phòng view hướng biển , nhìn được toàn cảnh biển lúc bình minh và hoàng hôn	facility	negative	facility negative	no	0	0
TripAdivisor_Vi_10027:0	phòng view hướng biển , nhìn được toàn cảnh biển lúc bình minh và hoàng hôn .	phòng view hướng biển , nhìn được toàn cảnh biển lúc bình minh và hoàng hôn	facility	neutral	facility neutral	no	0	0
TripAdivisor_Vi_10027:1	toilet sạch sẽ , có đầy đủ dầu gội , dầu xả , sữa tắm , body lotion .	toilet sạch sẽ , có đầy đủ dầu gội , dầu xả , sữa tắm , body lotion	facility	positive	facility positive	yes	1	19
TripAdivisor_Vi_10027:1	toilet sạch sẽ , có đầy đủ dầu gội , dầu xả , sữa tắm , body lotion .	toilet sạch sẽ , có đầy đủ dầu gội , dầu xả , sữa tắm , body lotion	facility	negative	facility negative	no	0	0
TripAdivisor_Vi_10027:1	toilet sạch sẽ , có đầy đủ dầu gội , dầu xả , sữa tắm , body lotion .	toilet sạch sẽ , có đầy đủ dầu gội , dầu xả , sữa tắm , body lotion	facility	neutral	facility neutral	no	0	0
TripAdivisor_Vi_10027:2	nhân viên hỗ trợ nhiệt tình .	nhân viên hỗ trợ nhiệt tình	service	positive	service positive	yes	1	7
TripAdivisor_Vi_10027:2	nhân viên hỗ trợ nhiệt tình .	nhân viên hỗ trợ nhiệt tình	service	negative	service negative	no	0	0
TripAdivisor_Vi_10027:2	nhân viên hỗ trợ nhiệt tình .	nhân viên hỗ trợ nhiệt tình	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10027:3	nước uống resort tặng để ngay bồn rửa mặt , nếu không đọc kỹ sẽ nghĩ nước súc miệng bằng không hợp vệ sin .	nước uống resort tặng để ngay bồn rửa mặt , nếu không đọc kỹ sẽ nghĩ nước súc miệng bằng không hợp vệ sin	service	positive	service positive	no	0	0
TripAdivisor_Vi_10027:3	nước uống resort tặng để ngay bồn rửa mặt , nếu không đọc kỹ sẽ nghĩ nước súc miệng bằng không hợp vệ sin .	nước uống resort tặng để ngay bồn rửa mặt , nếu không đọc kỹ sẽ nghĩ nước súc miệng bằng không hợp vệ sin	service	negative	service negative	yes	1	25
